Player,Span,Matches,Innings,Overs,Mdns,Runs,Wickets,BBI,Average,Economy,SR,4,5,Column 12
AN Toube (CAM),2021-2022,14,7,25.0,0,193,8,4/13,24.12,7.72,18.7,1,0,
A Turkmen (TKY),2022-2023,8,7,25.0,0,150,8,3/21,18.75,6.00,18.7,0,0,
Umair Tariq (Aut),2021-2023,17,15,29.1,0,261,8,2/6,32.62,8.94,21.8,0,0,
R van der Merwe (Arg),2019-2019,5,5,13.0,2,62,8,3/9,7.75,4.76,9.7,0,0,
JJ van der Wath (SA),2006-2007,8,8,31.0,0,231,8,2/31,28.87,7.45,23.2,0,0,
Vishil Patel (KENYA),2023-2023,5,5,18.0,0,120,8,4/27,15.00,6.66,13.5,1,0,
K Vislapuu (EST),2021-2023,13,12,36.1,0,287,8,3/29,35.87,7.93,27.1,0,0,
Wahidullah Sahak (NOR),2021-2022,8,8,22.3,0,172,8,2/24,21.50,7.64,16.8,0,0,
Waqar Khan (Peru),2019-2019,4,4,13.0,0,86,8,3/21,10.75,6.61,9.7,0,0,
S Waqas Ahmed (NOR),2019-2021,10,8,23.0,1,154,8,2/24,19.25,6.69,17.2,0,0,
Waseem Yaqoob (LES),2022-2022,7,7,23.0,0,214,8,3/40,26.75,9.30,17.2,0,0,
L Wood (ENG),2022-2023,5,5,18.0,0,174,8,3/24,21.75,9.66,13.5,0,0,
Zawar Farid (UAE),2019-2023,18,11,31.0,0,250,8,2/31,31.25,8.06,23.2,0,0,
Zulqarnain Haider (ESP),2019-2022,11,11,28.0,0,151,8,2/26,18.87,5.39,21.0,0,0,
Aamir Lal (SKOR),2022-2022,4,4,15.0,0,107,7,4/35,15.28,7.13,12.8,1,0,
CN Ackermann (NED),2019-2022,22,14,35.0,0,216,7,1/6,30.85,6.17,30.0,0,0,
VD Adewoye (NGA),2019-2021,13,8,18.2,1,147,7,4/18,21.00,8.01,15.7,1,0,
Ahmad Khalid Ahmadzai (Belg),2022-2022,5,5,16.0,0,121,7,3/30,17.28,7.56,13.7,0,0,
ASF Sirah (PHI),2023-2023,7,7,23.0,0,178,7,3/32,25.42,7.73,19.7,0,0,
MK Anafie (GHA),2021-2021,10,7,19.0,0,136,7,2/32,19.42,7.15,16.2,0,0,
Anasim Khan (BHR),2019-2021,12,11,38.0,0,300,7,3/15,42.85,7.89,32.5,0,0,
Aqib Ilyas (OMA),2015-2023,30,12,34.0,0,217,7,2/24,31.00,6.38,29.1,0,0,
TD Astle (NZ),2016-2021,5,5,13.0,0,116,7,4/13,16.57,8.92,11.1,1,0,
R Athapaththu (ROM),2023-2023,4,4,16.0,0,126,7,2/28,18.00,7.87,13.7,0,0,
Atif-Ur-Rehman (KSA),2022-2023,11,11,34.5,2,228,7,3/19,32.57,6.54,29.8,0,0,
JW Batinibulu (Fiji),2022-2023,6,6,23.3,0,166,7,4/31,23.71,7.06,20.1,1,0,
Baz Aybui (SWE),2021-2022,10,8,20.0,1,140,7,2/14,20.00,7.00,17.1,0,0,
P Bhart (NOR),2019-2021,10,9,30.0,1,176,7,2/29,25.14,5.86,25.7,0,0,
D Bishoo (WI),2011-2019,7,7,20.1,1,137,7,4/17,19.57,6.79,17.2,1,0,
WAE Burton (SRB),2021-2023,21,7,16.0,0,147,7,3/25,21.00,9.18,13.7,0,0,
RD Chahar (IND),2019-2021,6,6,22.0,0,167,7,3/15,23.85,7.59,18.8,0,0,
CPPM Sadun (CYP),2021-2022,11,7,15.3,0,93,7,4/1,13.28,6.00,13.2,1,0,
RL Chase (WI),2021-2023,10,8,26.2,0,181,7,3/25,25.85,6.87,22.5,0,0,
H Dandapani (Fin),2019-2021,7,7,20.0,0,139,7,2/6,19.85,6.95,17.1,0,0,
M de Lange (SA),2012-2015,6,6,23.2,0,228,7,2/26,32.57,9.77,20.0,0,0,
JL Denly (ENG),2009-2020,13,6,12.0,0,93,7,4/19,13.28,7.75,10.2,1,0,
Ebadot Hossain (BAN),2022-2022,4,4,15.1,0,140,7,3/51,20.00,9.23,13.0,0,0,
SKS Gill (LUX),2022-2023,22,13,31.0,0,249,7,2/14,35.57,8.03,26.5,0,0,
G Goudie (SCOT),2010-2013,9,9,24.5,0,224,7,3/22,32.00,9.02,21.2,0,0,
AS Hansra (CAN),2012-2013,8,6,15.0,0,94,7,2/13,13.42,6.26,12.8,0,0,
JW Hastings (AUS),2010-2016,9,9,31.0,0,247,7,3/14,35.28,7.96,26.5,0,0,
MC Henriques (AUS),2009-2021,24,10,23.0,0,194,7,3/22,27.71,8.43,19.7,0,0,
Hirenkumar Patel (Chile),2019-2019,4,4,15.0,0,82,7,4/21,11.71,5.46,12.8,1,0,
GB Hogg (AUS),2006-2014,15,15,49.0,1,373,7,2/31,53.28,7.61,42.0,0,0,
Ibrarul Haq (KSA),2019-2019,5,5,17.0,0,116,7,3/28,16.57,6.82,14.5,0,0,
Imran Ali (KUW),2019-2019,4,4,15.0,0,136,7,3/16,19.42,9.06,12.8,0,0,
Imran Haider (UAE),2016-2019,11,11,31.0,0,250,7,1/16,35.71,8.06,26.5,0,0,
Imran Khan (BHR),2022-2022,12,11,37.0,0,318,7,4/16,45.42,8.59,31.7,1,0,
Imran Yousaf (KSA),2020-2022,8,8,25.0,0,200,7,2/21,28.57,8.00,21.4,0,0,
Jasdeep Singh (USA),2019-2019,4,4,14.0,1,140,7,2/18,20.00,10.00,12.0,0,0,
S Randiv (SL),2010-2011,7,7,21.0,0,139,7,3/20,19.85,6.61,18.0,0,0,
A Khan (DEN/ENG),2009-2022,9,9,22.5,1,150,7,2/25,21.42,6.56,19.5,0,0,
NR Kumar (CAN),2012-2019,18,10,26.0,0,160,7,2/18,22.85,6.15,22.2,0,0,
TK Lal (CZK-R),2022-2022,8,8,31.0,1,201,7,2/14,28.71,6.48,26.5,0,0,
Luqman Butt (CAM),2023-2023,5,5,15.5,0,146,7,4/40,20.85,9.22,13.5,1,0,
MF Maharoof (SL),2006-2016,8,8,27.0,0,199,7,2/18,28.42,7.37,23.1,0,0,
S Mahmood (ENG),2019-2022,12,11,38.0,0,398,7,3/33,56.85,10.47,32.5,0,0,
NA Maiolo (ITA),2019-2019,8,7,28.0,0,152,7,2/8,21.71,5.42,24.0,0,0,
CS Martin (NZ),2007-2008,6,6,23.0,1,193,7,2/14,27.57,8.39,19.7,0,0,
MV Matsau (LES),2021-2022,12,11,24.2,0,232,7,2/18,33.14,9.53,20.8,0,0,
CE McConchie (NZ),2021-2023,9,8,22.1,0,159,7,3/15,22.71,7.17,19.0,0,0,
LA Musiani (Arg),2019-2023,16,10,28.5,1,178,7,3/31,25.42,6.17,24.7,0,0,
CT Mutombodzi (ZIM),2013-2020,15,9,26.0,0,188,7,2/12,26.85,7.23,22.2,0,0,
LJ Myott (PHI),2023-2023,6,6,21.3,0,164,7,2/21,23.42,7.62,18.4,0,0,
K Namchaikul (THAI),2022-2023,13,9,25.5,0,186,7,4/7,26.57,7.20,22.1,1,0,
Nasir Hossain (BAN),2011-2016,31,11,29.5,0,262,7,2/26,37.42,8.78,25.5,0,0,
T Natarajan (IND),2020-2021,4,4,16.0,0,122,7,3/30,17.42,7.62,13.7,0,0,
JJ Nyambo (TAN),2022-2023,9,8,27.2,0,189,7,2/3,27.00,6.91,23.4,0,0,
MMR Obili (EST),2021-2022,12,12,39.0,0,282,7,2/24,40.28,7.23,33.4,0,0,
E Ochieng (KENYA),2019-2022,10,9,26.0,0,203,7,2/28,29.00,7.80,22.2,0,0,
RJG Palmer (JER),2019-2023,10,10,27.0,0,166,7,2/21,23.71,6.14,23.1,0,0,
MW Parkinson (ENG),2019-2022,6,6,20.0,0,198,7,4/47,28.28,9.90,17.1,1,0,
RB Patel (BUL),2020-2021,10,8,21.0,0,166,7,2/20,23.71,7.90,18.0,0,0,
SR Patel (ENG),2011-2013,18,15,42.0,0,321,7,2/6,45.85,7.64,36.0,0,0,
K Pierre (WI),2018-2020,10,10,28.0,0,269,7,2/44,38.42,9.60,24.0,0,0,
TJG Pringle (NED),2022-2022,13,13,41.0,0,240,7,1/10,34.28,5.85,35.1,0,0,
S Ravoka (Fiji),2022-2022,6,5,20.0,0,128,7,3/23,18.28,6.40,17.1,0,0,
JB Reva (PNG),2015-2019,9,8,21.1,0,148,7,2/11,21.14,6.99,18.1,0,0,
Robert Raina (THAI),2020-2023,8,4,10.0,0,41,7,3/3,5.85,4.10,8.5,0,0,
MJ Ross (ITA),2019-2019,8,7,19.0,0,120,7,4/15,17.14,6.31,16.2,1,0,
D Sabir (BER),2021-2023,14,5,18.0,0,113,7,2/22,16.14,6.27,15.4,0,0,
DR Sams (AUS),2020-2022,10,10,30.0,0,305,7,2/33,43.57,10.16,25.7,0,0,
Sayed Shirzad (AFG),2015-2019,4,4,15.0,1,116,7,3/16,16.57,7.73,12.8,0,0,
Shariz Ahmad (NED),2022-2022,9,9,22.0,0,154,7,2/15,22.00,7.00,18.8,0,0,
Shivam Mavi (IND),2023-2023,6,6,14.0,0,123,7,4/22,17.57,8.78,12.0,1,0,
DR Smith (WI),2006-2015,33,11,23.4,0,212,7,3/24,30.28,8.95,20.2,0,0,
S Sola (Samoa),2019-2022,10,7,24.3,1,146,7,3/21,20.85,5.95,21.0,0,0,
M Spry (Peru),2019-2019,4,4,10.0,0,62,7,4/8,8.85,6.20,8.5,1,0,
S Sreesanth (IND),2006-2008,10,9,34.0,2,288,7,2/12,41.14,8.47,29.1,0,0,
Syed Aqeel Israr (GHA),2023-2023,7,6,17.3,0,111,7,2/20,15.85,6.34,15.0,0,0,
SR Taylor (USA),2019-2022,19,11,28.0,2,144,7,2/10,20.57,5.14,24.0,0,0,
HT Tector (IRE),2019-2023,64,6,20.0,0,114,7,2/17,16.28,5.70,17.1,0,0,
T Thushara (SL),2008-2010,6,6,22.0,0,179,7,2/37,25.57,8.13,18.8,0,0,
JC Tredwell (ENG),2012-2014,17,15,52.5,0,416,7,1/16,59.42,7.87,45.2,0,0,
DJ Turkich (CRT),2022-2022,5,5,18.0,2,59,7,3/7,8.42,3.27,15.4,0,0,
JDF Vandersay (SL),2015-2022,14,14,49.2,1,395,7,2/26,56.42,8.00,42.2,0,0,
JM Vujnovich (CRT),2022-2022,5,5,17.0,0,113,7,2/23,16.14,6.64,14.5,0,0,
D Wabwire (UGA),2023-2023,7,7,21.1,1,149,7,3/24,21.28,7.03,18.1,0,0,
TS Waqavakatoga (Fiji),2022-2022,6,6,18.0,0,122,7,2/16,17.42,6.77,15.4,0,0,
BM Wheeler (NZ),2017-2018,6,6,21.2,0,216,7,2/16,30.85,10.12,18.2,0,0,
S Williams (SLE),2021-2022,11,11,32.0,2,168,7,2/13,24.00,5.25,27.4,0,0,
Zohaib Sarwar (PORT),2019-2023,14,10,24.1,0,198,7,2/8,28.28,8.19,20.7,0,0,
Aaron Jones (USA),2019-2022,19,10,18.2,0,127,6,2/37,21.16,6.92,18.3,0,0,
Abdul Majid (BHR),2023-2023,9,9,31.0,1,189,6,2/11,31.50,6.09,31.0,0,0,
IKO Aboagye (GHA),2019-2019,4,4,14.0,0,83,6,3/26,13.83,5.92,14.0,0,0,
Abu Hider (BAN),2016-2018,13,12,36.0,0,330,6,2/40,55.00,9.16,36.0,0,0,
RDB Ahir (PAN),2023-2023,8,8,24.1,0,185,6,3/14,30.83,7.65,24.1,0,0,
A Ahmadhel (BUL),2019-2023,11,8,17.4,0,155,6,2/16,25.83,8.77,17.6,0,0,
Ahmed Hassan (MDV),2019-2022,21,9,20.3,0,151,6,2/22,25.16,7.36,20.5,0,0,
Amir Hayat (UAE),2018-2019,4,4,14.0,0,103,6,2/16,17.16,7.35,14.0,0,0,
Arsalan Ahmed (GRC),2019-2021,7,7,20.0,2,153,6,3/15,25.50,7.65,20.0,0,0,
GD Arta (INA),2022-2023,5,5,15.0,0,110,6,2/17,18.33,7.33,15.0,0,0,
AAP Atkinson (ENG),2023-2023,2,2,6.5,0,51,6,4/20,8.50,7.46,6.8,1,0,
MTMMJ Ave (COK),2022-2022,6,6,14.2,0,98,6,2/4,16.33,6.83,14.3,0,0,
JD Baker (Samoa),2019-2022,10,8,24.0,0,189,6,2/32,31.50,7.87,24.0,0,0,
WD Balaji Rao (CAN),2008-2008,4,4,14.0,0,107,6,3/21,17.83,7.64,14.0,0,0,
TL Best (WI),2013-2014,6,6,20.0,0,154,6,3/18,25.66,7.70,20.0,0,0,
JAR Blain (SCOT),2007-2008,6,5,20.0,0,108,6,2/23,18.00,5.40,20.0,0,0,
PRP Boissevain (NED),2019-2021,7,7,27.0,0,233,6,2/43,38.83,8.62,27.0,0,0,
NM Carter (SCOT),2013-2013,7,7,26.0,1,168,6,2/27,28.00,6.46,26.0,0,0,
JW Chilia (VAN),2019-2019,14,13,47.2,0,315,6,1/21,52.50,6.65,47.3,0,0,
F Clarke (IOM),2023-2023,9,7,25.0,0,170,6,2/14,28.33,6.80,25.0,0,0,
MJ Clarke (AUS),2005-2010,34,15,26.0,0,225,6,1/2,37.50,8.65,26.0,0,0,
S Crowie (STHEL),2022-2022,7,4,11.2,1,73,6,3/21,12.16,6.44,11.3,0,0,
P Dakainivanua (Fiji),2023-2023,4,4,16.0,0,127,6,4/32,21.16,7.93,16.0,1,0,
R Drake (JPN),2022-2023,7,7,16.5,0,138,6,3/15,23.00,8.19,16.8,0,0,
LA Dawson (ENG),2016-2022,11,11,34.0,0,242,6,3/27,40.33,7.11,34.0,0,0,
S Dhaniram (CAN),2008-2010,11,11,33.4,1,192,6,2/9,32.00,5.70,33.6,0,0,
S di Bartolomeo (ITA),2023-2023,3,3,10.0,0,56,6,5/14,9.33,5.60,10.0,0,1,
DC Drakes (WI),2021-2022,10,10,32.0,0,290,6,1/19,48.33,9.06,32.0,0,0,
S Dube (IND),2019-2023,18,16,29.3,0,290,6,3/30,48.33,9.83,29.5,0,0,
I Elec (TKY),2022-2023,8,7,19.0,1,120,6,4/31,20.00,6.31,19.0,1,0,
B Evans (ZIM),2022-2023,8,8,23.4,0,178,6,2/25,29.66,7.52,23.6,0,0,
J Evans (ISR),2022-2022,4,4,16.0,0,114,6,3/22,19.00,7.12,16.0,0,0,
Farhad Reza (BAN),2006-2014,13,11,26.0,0,261,6,2/34,43.50,10.03,26.0,0,0,
IK Gamantika (INA),2022-2023,10,6,18.0,0,96,6,2/5,16.00,5.33,18.0,0,0,
Gaurav Mishra (ROM),2022-2023,12,12,33.0,0,242,6,2/18,40.33,7.33,33.0,0,0,
K Gilham (CZK-R),2020-2021,7,7,28.0,0,162,6,2/34,27.00,5.78,28.0,0,0,
MD Gunathilaka (SL),2016-2022,46,12,20.3,0,155,6,2/3,25.83,7.56,20.5,0,0,
Hamid Mahmood (SWE),2022-2022,9,7,20.0,0,97,6,3/10,16.16,4.85,20.0,0,0,
CV Harrison (GIBR),2021-2021,7,7,19.4,0,188,6,2/31,31.33,9.55,19.6,0,0,
S Hirugade (Mex),2019-2019,6,5,13.3,0,92,6,4/16,15.33,6.81,13.5,1,0,
DJ Hooda (IND),2022-2023,21,8,15.5,0,76,6,4/10,12.66,4.80,15.8,1,0,
Huzaifa Mohammed (PHI),2022-2023,11,11,38.5,2,300,6,2/8,50.00,7.72,38.8,0,0,
Ihsanullah (PAK),2023-2023,4,4,14.5,0,108,6,3/29,18.00,7.28,14.8,0,0,
Imran Arif (KSA),2021-2021,4,4,16.0,0,88,6,2/14,14.66,5.50,16.0,0,0,
Iqbal Hossain (Aut),2021-2023,25,6,13.0,0,91,6,3/22,15.16,7.00,13.0,0,0,
Irfan Bhima (MWI),2019-2019,4,4,15.0,3,51,6,3/14,8.50,3.40,15.0,0,0,
E Jabarkhel (LUX),2023-2023,10,10,34.4,1,276,6,2/29,46.00,7.96,34.6,0,0,
T Jamtsho (BHU),2019-2022,9,9,21.1,1,184,6,2/18,30.66,8.69,21.1,0,0,
S Kaveri (Mex),2019-2019,7,5,13.0,0,70,6,2/10,11.66,5.38,13.0,0,0,
W Kokaua (COK),2022-2022,5,4,10.0,0,105,6,3/26,17.50,10.50,10.0,0,0,
Kushal Malla (NEP),2019-2023,18,11,23.0,0,134,6,1/3,22.33,5.82,23.0,0,0,
SSB Magala (SA),2021-2023,6,6,20.0,0,226,6,3/21,37.66,11.30,20.0,0,0,
JL Martel (GUE),2019-2019,3,3,11.0,0,59,6,3/15,9.83,5.36,11.0,0,0,
J Matharu (CAN),2021-2022,7,7,17.0,1,126,6,3/6,21.00,7.41,17.0,0,0,
KD Mehta (CZK-R),2021-2021,3,3,10.0,0,63,6,3/18,10.50,6.30,10.0,0,0,
CAJ Meschede (GER),2019-2019,5,5,20.0,0,115,6,2/11,19.16,5.75,20.0,0,0,
Muhammad Ansar (KUW),2020-2020,4,4,13.5,0,143,6,3/27,23.83,10.33,13.8,0,0,
JM Muirhead (AUS),2014-2014,5,5,15.0,0,109,6,2/13,18.16,7.26,15.0,0,0,
Musawar Shah (QAT),2019-2021,8,8,24.0,1,137,6,3/18,22.83,5.70,24.0,0,0,
T Muzarabani (ZIM),2015-2016,9,9,30.0,0,280,6,2/31,46.66,9.33,30.0,0,0,
Naveed Shahid (Fin),2021-2022,6,6,18.0,0,143,6,3/42,23.83,7.94,18.0,0,0,
Nizakat Khan (HKG),2014-2023,64,8,22.0,0,133,6,3/19,22.16,6.04,22.0,0,0,
M Ntini (SA),2005-2011,10,10,32.0,0,298,6,2/22,49.66,9.31,32.0,0,0,
IE O'Brien (NZ),2009-2009,4,4,13.0,0,116,6,2/30,19.33,8.92,13.0,0,0,
SNJ O'Keefe (AUS),2010-2011,7,7,19.0,0,149,6,3/29,24.83,7.84,19.0,0,0,
E Packard (GIBR),2019-2021,8,8,26.0,0,193,6,3/34,32.16,7.42,26.0,0,0,
AE Paraam (SGP),2019-2023,8,5,17.0,0,103,6,3/16,17.16,6.05,17.0,0,0,
SJ Patel (CZK-R),2021-2022,10,7,15.0,0,109,6,4/34,18.16,7.26,15.0,1,0,
Prashant Shukla (SWE),2023-2023,4,4,11.0,0,65,6,4/18,10.83,5.90,11.0,1,0,
A Pusthay (Fin),2019-2022,12,7,16.0,0,129,6,2/15,21.50,8.06,16.0,0,0,
KA Reynolds (Blz),2019-2019,3,3,11.0,0,60,6,3/26,10.00,5.45,11.0,0,0,
DE Roache (Samoa),2022-2023,5,4,11.0,0,92,6,3/23,15.33,8.36,11.0,0,0,
Rokhan Barakzai (AFG),2015-2015,3,3,10.0,0,75,6,2/21,12.50,7.50,10.0,0,0,
JE Root (ENG),2012-2019,32,9,14.0,0,139,6,2/9,23.16,9.92,14.0,0,0,
S Rossi (Arg),2019-2023,10,7,21.5,2,133,6,2/15,22.16,6.09,21.8,0,0,
Sabbir Rahman (BAN),2014-2022,48,9,12.1,0,79,6,3/11,13.16,6.49,12.1,0,0,
Sagar Pun (NEP),2014-2015,9,8,23.3,0,131,6,3/26,21.83,5.57,23.5,0,0,
Sarfaraj Patel (LES),2021-2021,6,6,17.0,0,148,6,2/19,24.66,8.70,17.0,0,0,
E Schiferli (NED),2008-2010,7,6,23.0,0,146,6,3/23,24.33,6.34,23.0,0,0,
BV Sears (NZ),2021-2022,6,6,19.0,0,136,6,3/22,22.66,7.15,19.0,0,0,
Shafat Ali Syed (ESP),2023-2023,5,3,7.2,0,53,6,5/31,8.83,7.22,7.3,0,1,
PH Shamdasani (Peru),2019-2019,4,4,12.0,1,70,6,2/8,11.66,5.83,12.0,0,0,
MM Sharma (IND),2014-2015,8,8,23.0,0,185,6,2/28,30.83,8.04,23.0,0,0,
Sher Sahak (NOR),2021-2023,19,6,10.4,0,84,6,2/21,14.00,7.87,10.6,0,0,
Shoaib Ahmed (CYP),2022-2022,5,5,18.0,1,107,6,2/8,17.83,5.94,18.0,0,0,
Shoaib Qureshi (Fin),2019-2019,5,5,13.4,0,109,6,2/22,18.16,7.97,13.6,0,0,
Sidhant Singh (SGP),2019-2020,11,8,23.0,0,216,6,2/27,36.00,9.39,23.0,0,0,
ED Silva (KUW),2021-2022,12,9,20.0,0,151,6,2/15,25.16,7.55,20.0,0,0,
LMP Simmons (WI),2007-2021,68,5,7.1,0,72,6,4/19,12.00,10.04,7.1,1,0,
J Singye (BHU),2019-2022,9,8,21.0,0,167,6,3/19,27.83,7.95,21.0,0,0,
TB Sole (SCOT),2019-2019,9,6,21.0,0,137,6,2/15,22.83,6.52,21.0,0,0,
BB Sran (IND),2016-2016,2,2,8.0,1,41,6,4/10,6.83,5.12,8.0,1,0,
M Taniyama (JPN),2022-2023,11,10,21.0,0,139,6,2/16,23.16,6.61,21.0,0,0,
Tariq Aziz (PORT),2019-2019,4,4,16.0,0,70,6,3/20,11.66,4.37,16.0,0,0,
Tashi Phuntsho (BHU),2023-2023,4,4,11.0,0,59,6,3/10,9.83,5.36,11.0,0,0,
Tauqeer Hussain (ESP),2019-2020,6,6,14.3,0,86,6,2/12,14.33,5.93,14.5,0,0,
TG Thamae (LES),2021-2022,11,8,20.0,0,179,6,2/19,29.83,8.95,20.0,0,0,
N Thushara (SL),2022-2023,5,5,12.1,0,106,6,4/17,17.66,8.71,12.1,1,0,
HER Tyler (PHI),2019-2023,9,8,27.0,0,271,6,3/40,45.16,10.03,27.0,0,0,
WPUJC Vaas (SL),2006-2007,6,6,22.0,1,128,6,2/14,21.33,5.81,22.0,0,0,
T Vanuarua (COK),2022-2022,6,6,18.0,0,123,6,2/24,20.50,6.83,18.0,0,0,
JK Vifah (GHA),2019-2023,29,7,16.5,0,114,6,2/21,19.00,6.77,16.8,0,0,
Waqas Barkat (HKG),2014-2020,30,16,33.2,0,260,6,2/13,43.33,7.80,33.3,0,0,
AG Weligamage (HUN),2021-2022,14,10,31.0,0,326,6,3/45,54.33,10.51,31.0,0,0,
KS Williamson (NZ),2011-2022,87,12,19.4,0,164,6,2/16,27.33,8.33,19.6,0,0,
Yash Talati (KENYA),2022-2022,2,2,8.0,2,26,6,3/8,4.33,3.25,8.0,0,0,
C Zavoiu (ROM),2019-2023,21,8,8.5,0,81,6,3/4,13.50,9.16,8.8,0,0,
Zeshan Arif (Aut),2019-2019,3,3,7.5,0,49,6,4/10,8.16,6.25,7.8,1,0,
Mohammad Aadil Alam (NEP),2022-2022,8,7,15.0,0,90,5,2/21,18.00,6.00,18.0,0,0,
Ahsan Khan (BUL),2021-2022,12,12,28.0,0,287,5,2/18,57.40,10.25,33.6,0,0,
Ahsan Yousuf (Aut),2022-2022,3,3,11.0,0,98,5,3/24,19.60,8.90,13.2,0,0,
Akhil Arjunan (Fin),2023-2023,4,4,15.0,0,86,5,2/13,17.20,5.73,18.0,0,0,
Akif Raja (UAE),2021-2023,6,6,19.1,0,159,5,3/22,31.80,8.29,23.0,0,0,
Ali Khan (USA),2021-2022,6,6,21.2,0,148,5,2/30,29.60,6.93,25.6,0,0,
Anique Uddin (DEN),2019-2023,13,7,13.0,0,97,5,2/12,19.40,7.46,15.6,0,0,
R Ankad (Mex),2019-2019,8,8,23.4,1,178,5,3/22,35.60,7.52,28.4,0,0,
Anshuman Rath (HKG),2015-2023,23,13,33.0,0,264,5,3/6,52.80,8.00,39.6,0,0,
Arshad Hayat (CZK-R),2019-2019,7,5,10.0,0,103,5,2/15,20.60,10.30,12.0,0,0,
Aslam Mohammad (GRC),2019-2022,10,7,21.1,0,164,5,2/22,32.80,7.74,25.4,0,0,
Ayaan Khan (OMA),2021-2023,17,14,35.0,0,246,5,2/16,49.20,7.02,42.0,0,0,
Ayyaz Qureshi (SVN),2022-2022,4,3,11.2,0,99,5,2/25,19.80,8.73,13.6,0,0,
Babar Ali (BHR),2019-2019,3,3,9.0,0,70,5,2/18,14.00,7.77,10.8,0,0,
V Balakrishnan (BOT),2019-2023,25,7,5.3,0,33,5,2/11,6.60,6.00,6.6,0,0,
Bilawal Bhatti (PAK),2013-2015,9,9,26.0,0,255,5,2/36,51.00,9.80,31.2,0,0,
D Birrell (JER),2021-2022,5,5,16.3,0,103,5,2/15,20.60,6.24,19.8,0,0,
DR Briggs (ENG),2012-2014,7,6,18.0,0,199,5,2/25,39.80,11.05,21.6,0,0,
Bukhar Illikkal (QAT),2023-2023,11,11,34.0,0,223,5,1/8,44.60,6.55,40.8,0,0,
K Cawte (IOM),2022-2023,9,7,21.1,0,173,5,2/24,34.60,8.17,25.4,0,0,
C Chatphaisan (THAI),2022-2023,14,7,13.3,1,71,5,1/7,14.20,5.25,16.2,0,0,
M Choamba (MWI),2021-2022,12,6,12.0,0,70,5,3/10,14.00,5.83,14.4,0,0,
J Coetzee (THAI),2023-2023,4,4,10.0,3,34,5,2/0,6.80,3.40,12.0,0,0,
KJ Coetzer (SCOT),2008-2021,70,5,11.0,0,71,5,3/25,14.20,6.45,13.2,0,0,
Danyal Raja (BUL),2023-2023,4,3,11.0,1,80,5,2/22,16.00,7.27,13.2,0,0,
TH David (AUS/SGP),2019-2023,28,11,27.2,0,255,5,1/18,51.00,9.32,32.8,0,0,
S Desungnoen (THAI),2020-2023,15,8,20.0,0,150,5,2/43,30.00,7.50,24.0,0,0,
C Dickson (COK),2022-2022,6,6,23.0,0,183,5,2/28,36.60,7.95,27.6,0,0,
Festus Benn (Bhm),2022-2023,9,8,20.0,0,185,5,2/18,37.00,9.25,24.0,0,0,
A Flintoff (ENG),2005-2007,7,7,25.0,0,161,5,2/23,32.20,6.44,30.0,0,0,
M Fru (CAM),2021-2021,4,4,13.0,0,137,5,3/42,27.40,10.53,15.6,0,0,
R Frylinck (SA),2017-2018,3,3,10.0,0,62,5,2/20,12.40,6.20,12.0,0,0,
Garret Banner (Blz),2019-2021,7,6,22.0,1,162,5,2/18,32.40,7.36,26.4,0,0,
S Gasteratos (GRC),2021-2021,4,4,12.5,1,95,5,2/4,19.00,7.40,15.4,0,0,
WT Gavera (PNG),2015-2017,6,6,17.0,1,113,5,3/17,22.60,6.64,20.4,0,0,
J Ghadiyali (SWA),2021-2021,6,5,12.2,0,73,5,3/24,14.60,5.91,14.8,0,0,
C Green (AUS),2022-2022,8,7,20.0,0,178,5,2/16,35.60,8.90,24.0,0,0,
DAS Gunaratne (SL),2016-2017,12,10,24.5,0,204,5,1/11,40.80,8.21,29.8,0,0,
AM Guruge (UAE),2014-2015,5,5,16.0,0,125,5,2/18,25.00,7.81,19.2,0,0,
Haider Butt (BHR),2021-2023,37,7,9.4,0,76,5,3/19,15.20,7.86,11.6,0,0,
RJ Hatchman (GIBR),2019-2023,16,13,32.0,0,363,5,1/21,72.60,11.34,38.4,0,0,
J Henry (STHEL),2022-2022,7,6,14.4,0,126,5,3/28,25.20,8.59,17.6,0,0,
J Horrocks (GIBR),2023-2023,9,7,16.0,0,149,5,2/15,29.80,9.31,19.2,0,0,
Ibrahim Jabarkhel (Fran),2021-2023,12,8,18.0,0,120,5,2/12,24.00,6.66,21.6,0,0,
Imran Butt (BHR),2020-2020,4,4,12.0,0,104,5,2/24,20.80,8.66,14.4,0,0,
VR Iyer (IND),2021-2022,9,4,9.1,0,75,5,2/23,15.00,8.18,11.0,0,0,
Jai Sinh (SUI),2022-2023,5,1,4.0,0,23,5,5/23,4.60,5.75,4.8,0,1,
M Jansen (SA),2022-2023,3,3,12.0,0,135,5,3/52,27.00,11.25,14.4,0,0,
T Kahamker (ISR),2022-2022,3,2,6.0,0,40,5,3/10,8.00,6.66,7.2,0,0,
MS Kasprowicz (AUS),2005-2005,2,2,7.0,0,57,5,4/29,11.40,8.14,8.4,1,0,
UKPW Kumaranayaka (KUW),2019-2021,8,8,30.0,0,240,5,2/26,48.00,8.00,36.0,0,0,
TM Macalou (Mali),2022-2022,7,6,14.5,0,95,5,3/19,19.00,6.40,17.8,0,0,
GD McGrath (AUS),2005-2005,2,2,8.0,0,79,5,3/31,15.80,9.87,9.6,0,0,
